bul,eng,fin,por,spa,swe
433614,1774379,1205013,3216849,821670,1990491	2
433614,1774380,1205013,3216849,821670,1990491	2
18965,1307583,1198178,812667,2346122,1960980	2
18965,505856,1198178,812667,2346122,1960980	2
18965,1307584,1198178,812667,2346122,1960980	2
18965,1789421,1198178,812667,2346122,1960980	2
18965,898302,1198178,812667,2346122,1960980	2
18965,1789420,1198178,812667,2346122,1960980	2
18965,505854,1198178,812667,2346122,1960980	2
18965,505853,1198178,812667,2346122,1960980	2
18965,4484505,1198178,812667,2346122,1960980	2
18965,916788,1198178,812667,2346122,1960980	2
18965,2052423,1198178,812667,2346122,1960980	2
18965,1832086,1198178,812667,2346122,1960980	2
18965,1832087,1198178,812667,2346122,1960980	2
18965,1832088,1198178,812667,2346122,1960980	2
18965,2052418,1198178,812667,2346122,1960980	2
18965,2052421,1198178,812667,2346122,1960980	2
18965,2052422,1198178,812667,2346122,1960980	2
18965,1387877,1198178,812667,2346122,1960980	2
18965,1869860,1198178,812667,2346122,1960980	2
18965,1203832,1198178,812667,2346122,1960980	2
18965,1203831,1198178,812667,2346122,1960980	2
18965,2068310,1198178,812667,2346122,1960980	2
18965,5147617,1198178,812667,2346122,1960980	2
18965,1281255,1198178,812667,2346122,1960980	2
18965,1281254,1198178,812667,2346122,1960980	2
2244957,1307583,1198178,812667,2346122,1960980	2
2244957,505856,1198178,812667,2346122,1960980	2
2244957,756345,1198178,812667,2346122,1960980	2
2244957,2720113,1198178,812667,2346122,1960980	2
2244957,2720117,1198178,812667,2346122,1960980	2
2244957,645075,1198178,812667,2346122,1960980	2
2244957,1307584,1198178,812667,2346122,1960980	2
2244957,1789421,1198178,812667,2346122,1960980	2
2244957,898302,1198178,812667,2346122,1960980	2
2244957,1789420,1198178,812667,2346122,1960980	2
2244957,505854,1198178,812667,2346122,1960980	2
2244957,505853,1198178,812667,2346122,1960980	2
2244957,4484505,1198178,812667,2346122,1960980	2
2244957,916788,1198178,812667,2346122,1960980	2
2244957,2052423,1198178,812667,2346122,1960980	2
2244957,1832086,1198178,812667,2346122,1960980	2
2244957,1832087,1198178,812667,2346122,1960980	2
2244957,1832088,1198178,812667,2346122,1960980	2
2244957,2052418,1198178,812667,2346122,1960980	2
2244957,2052421,1198178,812667,2346122,1960980	2
2244957,2052422,1198178,812667,2346122,1960980	2
2244957,1387877,1198178,812667,2346122,1960980	2
2244957,1869860,1198178,812667,2346122,1960980	2
2244957,1203832,1198178,812667,2346122,1960980	2
2244957,1203831,1198178,812667,2346122,1960980	2
2244957,2068310,1198178,812667,2346122,1960980	2
2244957,5147617,1198178,812667,2346122,1960980	2
2244957,1281255,1198178,812667,2346122,1960980	2
2244957,1281254,1198178,812667,2346122,1960980	2
68956,1387876,1198178,812667,2346122,1960980	2
476326,1387876,1198178,812667,2346122,1960980	2
4014407,1387876,1198178,812667,2346122,1960980	2
859019,1387876,1198178,812667,2346122,1960980	2
707271,1387876,1198178,812667,2346122,1960980	2
487626,1387876,1198178,812667,2346122,1960980	2
1829651,1387876,1198178,812667,2346122,1960980	2
707277,1387876,1198178,812667,2346122,1960980	2
579098,1387876,1198178,812667,2346122,1960980	2
3201511,1387876,1198178,812667,2346122,1960980	2
707276,1387876,1198178,812667,2346122,1960980	2
1841191,1387876,1198178,812667,2346122,1960980	2
2290053,1387876,1198178,812667,2346122,1960980	2
35493,1387876,1198178,812667,2346122,1960980	2
2143074,1387876,1198178,812667,2346122,1960980	2
859019,635932,1198178,812667,2346122,1960980	2
68956,505856,1198178,812667,2346122,1960980	2
707271,505856,1198178,812667,2346122,1960980	2
487626,505856,1198178,812667,2346122,1960980	2
1829651,505856,1198178,812667,2346122,1960980	2
707277,505856,1198178,812667,2346122,1960980	2
476326,645075,1198178,812667,2346122,1960980	2
579098,898302,1198178,812667,2346122,1960980	2
3201511,1789420,1198178,812667,2346122,1960980	2
487626,505854,1198178,812667,2346122,1960980	2
707277,505854,1198178,812667,2346122,1960980	2
707276,505854,1198178,812667,2346122,1960980	2
68956,505853,1198178,812667,2346122,1960980	2
707277,505853,1198178,812667,2346122,1960980	2
476326,4484505,1198178,812667,2346122,1960980	2
487626,916788,1198178,812667,2346122,1960980	2
1829651,916788,1198178,812667,2346122,1960980	2
707277,2052423,1198178,812667,2346122,1960980	2
1829651,1832086,1198178,812667,2346122,1960980	2
1829651,1832087,1198178,812667,2346122,1960980	2
1829651,1832088,1198178,812667,2346122,1960980	2
707277,2052418,1198178,812667,2346122,1960980	2
707277,2052421,1198178,812667,2346122,1960980	2
707277,2052422,1198178,812667,2346122,1960980	2
707277,1387877,1198178,812667,2346122,1960980	2
2290053,1387877,1198178,812667,2346122,1960980	2
707277,1869860,1198178,812667,2346122,1960980	2
579098,1203832,1198178,812667,2346122,1960980	2
579098,1203831,1198178,812667,2346122,1960980	2
1841191,2068310,1198178,812667,2346122,1960980	2
1841191,5147617,1198178,812667,2346122,1960980	2
35493,1281255,1198178,812667,2346122,1960980	2
35493,1281254,1198178,812667,2346122,1960980	2
2143074,1281254,1198178,812667,2346122,1960980	2
1801816,450220,912989,354752,2743576,1959074	2
1801816,2828,912989,354752,2743576,1959074	2
1653,2828,912989,354752,2743576,1959074	2
19804,622333,414976,3230924,832194,1960583	2
19804,1320512,414976,3230924,832194,1960583	2
20673,2065863,414976,3230924,832194,1960583	2
33985,5769212,1198104,3366337,771212,1990445	2
33985,868643,1198104,3366337,771212,1990445	2
33985,925576,1198104,3366337,771212,1990445	2
33985,925577,1198104,3366337,771212,1990445	2
33985,1733482,1198104,3366337,771212,1990445	2
33985,1293650,1198104,3366337,771212,1990445	2
33985,1384667,1198104,3366337,771212,1990445	2
33985,3424011,1198104,3366337,771212,1990445	2
33985,1314246,1198104,3366337,771212,1990445	2
33985,1390118,1198104,3366337,771212,1990445	2
33985,1335839,1198104,3366337,771212,1990445	2
33985,583494,1198104,3366337,771212,1990445	2
33985,583495,1198104,3366337,771212,1990445	2
33985,5769221,1198104,3366337,771212,1990445	2
33985,1443713,1198104,3366337,771212,1990445	2
33985,449333,1198104,3366337,771212,1990445	2
33985,1513890,1198104,3366337,771212,1990445	2
33985,1513891,1198104,3366337,771212,1990445	2
33985,1022930,1198104,3366337,771212,1990445	2
33985,853775,1198104,3366337,771212,1990445	2
33985,788023,1198104,3366337,771212,1990445	2
33985,2117429,1198104,3366337,771212,1990445	2
1573801,5769212,1198104,3366337,771212,1990445	2
1573801,925576,1198104,3366337,771212,1990445	2
1573801,925577,1198104,3366337,771212,1990445	2
1573801,1733482,1198104,3366337,771212,1990445	2
1573801,1293650,1198104,3366337,771212,1990445	2
1573801,1384667,1198104,3366337,771212,1990445	2
1573801,3424011,1198104,3366337,771212,1990445	2
1573801,1314246,1198104,3366337,771212,1990445	2
1573801,1390118,1198104,3366337,771212,1990445	2
1573801,1335839,1198104,3366337,771212,1990445	2
1573801,583494,1198104,3366337,771212,1990445	2
1573801,583495,1198104,3366337,771212,1990445	2
1573801,1289070,1198104,3366337,771212,1990445	2
1573801,5769221,1198104,3366337,771212,1990445	2
1573801,1443713,1198104,3366337,771212,1990445	2
1573801,449333,1198104,3366337,771212,1990445	2
1573801,1513890,1198104,3366337,771212,1990445	2
1573801,1513891,1198104,3366337,771212,1990445	2
1573801,1022930,1198104,3366337,771212,1990445	2
1573801,853775,1198104,3366337,771212,1990445	2
1573801,788023,1198104,3366337,771212,1990445	2
1573801,2117429,1198104,3366337,771212,1990445	2
20093,925576,1198104,3366337,771212,1990445	2
20093,925577,1198104,3366337,771212,1990445	2
20093,1733482,1198104,3366337,771212,1990445	2
20093,1293650,1198104,3366337,771212,1990445	2
20093,1384667,1198104,3366337,771212,1990445	2
20093,3424011,1198104,3366337,771212,1990445	2
323780,1335839,1198104,3366337,771212,1990445	2
323780,583494,1198104,3366337,771212,1990445	2
326067,583494,1198104,3366337,771212,1990445	2
323780,583495,1198104,3366337,771212,1990445	2
1985575,1289070,1198104,3366337,771212,1990445	2
1850243,5769221,1198104,3366337,771212,1990445	2
326067,1443713,1198104,3366337,771212,1990445	2
1324400,449333,1198104,3366337,771212,1990445	2
323768,449333,1198104,3366337,771212,1990445	2
1513365,1513890,1198104,3366337,771212,1990445	2
1513365,1513891,1198104,3366337,771212,1990445	2
2111955,1513891,1198104,3366337,771212,1990445	2
323768,853775,1198104,3366337,771212,1990445	2
323768,788023,1198104,3366337,771212,1990445	2
2111955,2117429,1198104,3366337,771212,1990445	2
576622,1313928,1810347,2621431,2338050,891472	2
576622,511413,1810347,2621431,2338050,891472	2
2064459,1313928,1810347,2621431,2338050,891472	2
2064459,2751587,1810347,2621431,2338050,891472	2
1808280,1901844,1810347,2621431,2338050,891472	2
1808280,1313928,1810347,2621431,2338050,891472	2
1808280,511413,1810347,2621431,2338050,891472	2
1808280,2751587,1810347,2621431,2338050,891472	2
1808280,1193779,1810347,2621431,2338050,891472	2
20094,1313928,1810347,2621431,2338050,891472	2
20094,511413,1810347,2621431,2338050,891472	2
2020555,1501267,2021027,4932226,838002,2256381	2
854452,460888,1179354,1044349,787918,1583155	2
854452,377265,1179354,1044349,787918,1583155	2
854452,855933,1179354,1044349,787918,1583155	2
433727,460888,1179354,1044349,787918,1583155	2
3384593,460888,1179354,1044349,787918,1583155	2
275276,2715166,1179354,1044349,787918,1583155	2
20405,2715166,1179354,1044349,787918,1583155	2
275276,377265,1179354,1044349,787918,1583155	2
20405,377265,1179354,1044349,787918,1583155	2
275276,855933,1179354,1044349,787918,1583155	2
20405,855933,1179354,1044349,787918,1583155	2
275276,1248452,1179354,1044349,787918,1583155	2
20405,1248452,1179354,1044349,787918,1583155	2
275276,1705591,1179354,1044349,787918,1583155	2
20405,1705591,1179354,1044349,787918,1583155	2
275276,2252477,1179354,1044349,787918,1583155	2
20405,2252477,1179354,1044349,787918,1583155	2
275276,967891,1179354,1044349,787918,1583155	2
20405,967891,1179354,1044349,787918,1583155	2
275276,1061022,1179354,1044349,787918,1583155	2
20405,1061022,1179354,1044349,787918,1583155	2
275276,967906,1179354,1044349,787918,1583155	2
20405,967906,1179354,1044349,787918,1583155	2
39824,460889,1179354,1044349,787918,1583155	2
3384593,460890,1179354,1044349,787918,1583155	2
20567,445688,698090,1023179,4645866,1023185	2
2116294,546929,517532,3365881,779656,1990270	2
2116294,2123648,517532,3365881,779656,1990270	2
21274,952191,517532,3365881,779656,1990270	2
4757422,546929,517532,3365881,779656,1990270	2
24278,1192970,1555490,1575633,765420,490905	2
24278,1111692,1555490,1575633,765420,490905	2
24278,1598084,1555490,1575633,765420,490905	2
387424,1192970,1555490,1575633,765420,490905	2
387424,1111692,1555490,1575633,765420,490905	2
387424,1598084,1555490,1575633,765420,490905	2
442006,734190,340998,1346006,765501,1987510	2
24338,1258394,340998,1346006,765501,1987510	2
2261460,994085,994298,3993513,834279,2261459	2
25091,741793,994298,3993513,834279,2261459	2
25091,2210214,994298,3993513,834279,2261459	2
413331,994085,994298,3993513,834279,2261459	2
25098,1867448,4881079,3858580,2842047,1962126	2
25098,1448076,4881079,3858580,2842047,1962126	2
2171237,1448076,4881079,3858580,2842047,1962126	2
1553537,1448076,4881079,3858580,2842047,1962126	2
1886712,2109833,1061484,1044208,3236725,2090807	2
25125,461060,1061484,1044208,3236725,2090807	2
25125,865656,1061484,1044208,3236725,2090807	2
25125,415940,1061484,1044208,3236725,2090807	2
1886729,2071734,1061484,1044208,3236725,2090807	2
1886729,1259577,1061484,1044208,3236725,2090807	2
394894,865656,1061484,1044208,3236725,2090807	2
394894,482410,1061484,1044208,3236725,2090807	2
394894,415940,1061484,1044208,3236725,2090807	2
394894,6601748,1061484,1044208,3236725,2090807	2
394894,435840,1061484,1044208,3236725,2090807	2
394894,1203903,1061484,1044208,3236725,2090807	2
394894,1369733,1061484,1044208,3236725,2090807	2
394894,2109833,1061484,1044208,3236725,2090807	2
394894,2137157,1061484,1044208,3236725,2090807	2
394894,2721060,1061484,1044208,3236725,2090807	2
394894,3687866,1061484,1044208,3236725,2090807	2
394894,1369734,1061484,1044208,3236725,2090807	2
394894,2071734,1061484,1044208,3236725,2090807	2
394894,477219,1061484,1044208,3236725,2090807	2
394894,687455,1061484,1044208,3236725,2090807	2
394894,1211947,1061484,1044208,3236725,2090807	2
394894,3602876,1061484,1044208,3236725,2090807	2
394894,1259577,1061484,1044208,3236725,2090807	2
394894,1357566,1061484,1044208,3236725,2090807	2
394894,1457195,1061484,1044208,3236725,2090807	2
394894,1658333,1061484,1044208,3236725,2090807	2
394894,2611,1061484,1044208,3236725,2090807	2
394894,375826,1061484,1044208,3236725,2090807	2
394894,1649236,1061484,1044208,3236725,2090807	2
394894,397688,1061484,1044208,3236725,2090807	2
394894,871524,1061484,1044208,3236725,2090807	2
394894,436132,1061484,1044208,3236725,2090807	2
394894,436260,1061484,1044208,3236725,2090807	2
394894,3602875,1061484,1044208,3236725,2090807	2
394894,7316694,1061484,1044208,3236725,2090807	2
394894,1454206,1061484,1044208,3236725,2090807	2
394894,346243,1061484,1044208,3236725,2090807	2
394894,6601704,1061484,1044208,3236725,2090807	2
394894,1308776,1061484,1044208,3236725,2090807	2
394894,2002094,1061484,1044208,3236725,2090807	2
394894,2002095,1061484,1044208,3236725,2090807	2
394894,3924887,1061484,1044208,3236725,2090807	2
394894,4687813,1061484,1044208,3236725,2090807	2
394894,6601696,1061484,1044208,3236725,2090807	2
394894,6601697,1061484,1044208,3236725,2090807	2
394894,6601698,1061484,1044208,3236725,2090807	2
394894,1831890,1061484,1044208,3236725,2090807	2
394894,1831891,1061484,1044208,3236725,2090807	2
394894,867034,1061484,1044208,3236725,2090807	2
394894,1582444,1061484,1044208,3236725,2090807	2
394894,606035,1061484,1044208,3236725,2090807	2
394894,576618,1061484,1044208,3236725,2090807	2
394894,6601722,1061484,1044208,3236725,2090807	2
394894,6601723,1061484,1044208,3236725,2090807	2
394894,461022,1061484,1044208,3236725,2090807	2
394894,1818093,1061484,1044208,3236725,2090807	2
394894,5069828,1061484,1044208,3236725,2090807	2
394894,5069829,1061484,1044208,3236725,2090807	2
394894,434705,1061484,1044208,3236725,2090807	2
394894,1235885,1061484,1044208,3236725,2090807	2
394894,347385,1061484,1044208,3236725,2090807	2
394894,742966,1061484,1044208,3236725,2090807	2
394894,1291648,1061484,1044208,3236725,2090807	2
394894,5129843,1061484,1044208,3236725,2090807	2
394894,900654,1061484,1044208,3236725,2090807	2
394894,667224,1061484,1044208,3236725,2090807	2
394894,375895,1061484,1044208,3236725,2090807	2
394894,5214223,1061484,1044208,3236725,2090807	2
1112157,667195,2134018,2682784,3785430,1963767	2
1112157,1350983,2134018,2682784,3785430,1963767	2
1112157,1082719,2134018,2682784,3785430,1963767	2
1112157,1618010,2134018,2682784,3785430,1963767	2
1112157,2109835,2134018,2682784,3785430,1963767	2
1112157,500509,2134018,2682784,3785430,1963767	2
1112157,1458426,2134018,2682784,3785430,1963767	2
1112157,2084453,2134018,2682784,3785430,1963767	2
25200,667195,2134018,2682784,3785430,1963767	2
3573705,667195,2134018,2682784,3785430,1963767	2
25200,1350983,2134018,2682784,3785430,1963767	2
2880684,1082719,2134018,2682784,3785430,1963767	2
1228068,1082719,2134018,2682784,3785430,1963767	2
530811,2109835,2134018,2682784,3785430,1963767	2
530811,500509,2134018,2682784,3785430,1963767	2
1228068,1458426,2134018,2682784,3785430,1963767	2
38214,2084453,2134018,2682784,3785430,1963767	2
1890912,4810720,393708,3305600,830124,1999345	2
321442,358615,393708,3305600,830124,1999345	2
25537,2515690,393708,3305600,830124,1999345	2
25537,637114,393708,3305600,830124,1999345	2
25537,4810720,393708,3305600,830124,1999345	2
29828,1287837,993026,3584411,3256692,3720673	2
29828,1287839,993026,3584411,3256692,3720673	2
34653,336548,5471717,3080445,2857029,891079	2
34653,858841,5471717,3080445,2857029,891079	2
519332,858841,5471717,3080445,2857029,891079	2
26685,2944594,5471717,3080445,2857029,891079	2
26685,336548,5471717,3080445,2857029,891079	2
26685,858841,5471717,3080445,2857029,891079	2
26783,853544,5471717,3080445,2857029,891079	2
29414,986155,1271998,1635570,455752,1635569	2
30542,3865060,1319213,3372692,456791,1990452	2
30530,3865060,1319213,3372692,456791,1990452	2
433492,3865060,1319213,3372692,456791,1990452	2
4490618,3865060,1319213,3372692,456791,1990452	2
712983,3865060,1319213,3372692,456791,1990452	2
2093425,3865060,1319213,3372692,456791,1990452	2
273666,3865060,1319213,3372692,456791,1990452	2
2123612,3865060,1319213,3372692,456791,1990452	2
5229035,3865060,1319213,3372692,456791,1990452	2
2835472,777905,1319213,3372692,456791,1990452	2
4490618,777905,1319213,3372692,456791,1990452	2
888561,4459729,1319213,3372692,456791,1990452	2
888561,4554101,1319213,3372692,456791,1990452	2
2093425,4554101,1319213,3372692,456791,1990452	2
30542,5742694,1319213,3372692,456791,1990452	2
30530,2504895,1319213,3372692,456791,1990452	2
30530,577794,1319213,3372692,456791,1990452	2
30530,577791,1319213,3372692,456791,1990452	2
433492,732034,1319213,3372692,456791,1990452	2
4490618,2704222,1319213,3372692,456791,1990452	2
5229035,2704222,1319213,3372692,456791,1990452	2
2617275,639514,390855,1181720,829869,2201042	2
